Notice: timing checks disabled with +notimingcheck at compile-time
Chronologic VCS simulator copyright 1991-2022
Contains Synopsys proprietary information.
Compiler version T-2022.06-SP2-9_Full64; Runtime version T-2022.06-SP2-9_Full64;  May  3 14:06 2026
========================================
  RiscvCore SoC Testbench
========================================

[STEP 1] Applying reset...
         PORESETn released, HRESETn=1
         HRESETn high after 0 cycles

[STEP 2] Loading IMEM...
         IMEM[0x0000] = 0x00300193
         IMEM[0x0004] = 0x00302023
         IMEM[0x0008] = 0x00100213
         IMEM[0x000c] = 0x404181b3
         IMEM[0x0010] = 0x00302023
         IMEM[0x0014] = 0xfe019ce3
         IMEM[0x0018] = 0x00000293
         IMEM[0x001c] = 0x000932b7
         IMEM[0x0020] = 0x00502023
         IMEM[0x0024] = 0x00000297
         IMEM[0x0028] = 0x00502023
         IMEM[0x002c] = 0x00a00313
         IMEM[0x0030] = 0x00602223
         IMEM[0x0034] = 0x00402283
         IMEM[0x0038] = 0x00502023
         IMEM[0x003c] = 0x0140086f
         IMEM[0x0040] = 0x00000a63
         IMEM[0x0044] = 0x00000013
         IMEM[0x0048] = 0x00000013
         IMEM[0x004c] = 0x00000013
         IMEM[0x0050] = 0x00080067
         IMEM[0x0054] = 0x00000013

[STEP 3] Setting CTRL = RUN...
         CTRL = 0x1

[STEP 4] Execution trace:
Cycle | Edge | PC             | Instruction    | DMEM[0]        | DMEM[4]        | stall
  269 | ^ | PC=0x0007f050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  269 | v | PC=0x0007f850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  270 | ^ | PC=0x0007f850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  270 | v | PC=0x00080050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  271 | ^ | PC=0x00080050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  271 | v | PC=0x00080850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  272 | ^ | PC=0x00080850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  272 | v | PC=0x00081050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  273 | ^ | PC=0x00081050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  273 | v | PC=0x00081850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  274 | ^ | PC=0x00081850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  274 | v | PC=0x00082050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  275 | ^ | PC=0x00082050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  275 | v | PC=0x00082850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  276 | ^ | PC=0x00082850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  276 | v | PC=0x00083050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  277 | ^ | PC=0x00083050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  277 | v | PC=0x00083850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  278 | ^ | PC=0x00083850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  278 | v | PC=0x00084050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  279 | ^ | PC=0x00084050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  279 | v | PC=0x00084850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  280 | ^ | PC=0x00084850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  280 | v | PC=0x00085050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  281 | ^ | PC=0x00085050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  281 | v | PC=0x00085850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  282 | ^ | PC=0x00085850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  282 | v | PC=0x00086050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  283 | ^ | PC=0x00086050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  283 | v | PC=0x00086850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  284 | ^ | PC=0x00086850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  284 | v | PC=0x00087050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  285 | ^ | PC=0x00087050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  285 | v | PC=0x00087850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  286 | ^ | PC=0x00087850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  286 | v | PC=0x00088050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  287 | ^ | PC=0x00088050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  287 | v | PC=0x00088850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  288 | ^ | PC=0x00088850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  288 | v | PC=0x00089050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  289 | ^ | PC=0x00089050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  289 | v | PC=0x00089850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  290 | ^ | PC=0x00089850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  290 | v | PC=0x0008a050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  291 | ^ | PC=0x0008a050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  291 | v | PC=0x0008a850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  292 | ^ | PC=0x0008a850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  292 | v | PC=0x0008b050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  293 | ^ | PC=0x0008b050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  293 | v | PC=0x0008b850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  294 | ^ | PC=0x0008b850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  294 | v | PC=0x0008c050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  295 | ^ | PC=0x0008c050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  295 | v | PC=0x0008c850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  296 | ^ | PC=0x0008c850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  296 | v | PC=0x0008d050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  297 | ^ | PC=0x0008d050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  297 | v | PC=0x0008d850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  298 | ^ | PC=0x0008d850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  298 | v | PC=0x0008e050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  299 | ^ | PC=0x0008e050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  299 | v | PC=0x0008e850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  300 | ^ | PC=0x0008e850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  300 | v | PC=0x0008f050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  301 | ^ | PC=0x0008f050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  301 | v | PC=0x0008f850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  302 | ^ | PC=0x0008f850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  302 | v | PC=0x00090050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  303 | ^ | PC=0x00090050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  303 | v | PC=0x00090850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  304 | ^ | PC=0x00090850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  304 | v | PC=0x00091050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  305 | ^ | PC=0x00091050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  305 | v | PC=0x00091850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  306 | ^ | PC=0x00091850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  306 | v | PC=0x00092050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  307 | ^ | PC=0x00092050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  307 | v | PC=0x00092850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  308 | ^ | PC=0x00092850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  308 | v | PC=0x00093050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  309 | ^ | PC=0x00093050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  309 | v | PC=0x00093850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  310 | ^ | PC=0x00093850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  310 | v | PC=0x00094050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  311 | ^ | PC=0x00094050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  311 | v | PC=0x00094850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  312 | ^ | PC=0x00094850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  312 | v | PC=0x00095050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  313 | ^ | PC=0x00095050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  313 | v | PC=0x00095850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  314 | ^ | PC=0x00095850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  314 | v | PC=0x00096050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  315 | ^ | PC=0x00096050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  315 | v | PC=0x00096850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  316 | ^ | PC=0x00096850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  316 | v | PC=0x00097050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  317 | ^ | PC=0x00097050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  317 | v | PC=0x00097850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  318 | ^ | PC=0x00097850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  318 | v | PC=0x00098050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  319 | ^ | PC=0x00098050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  319 | v | PC=0x00098850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  320 | ^ | PC=0x00098850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  320 | v | PC=0x00099050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  321 | ^ | PC=0x00099050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  321 | v | PC=0x00099850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  322 | ^ | PC=0x00099850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  322 | v | PC=0x0009a050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  323 | ^ | PC=0x0009a050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  323 | v | PC=0x0009a850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  324 | ^ | PC=0x0009a850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  324 | v | PC=0x0009b050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  325 | ^ | PC=0x0009b050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  325 | v | PC=0x0009b850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  326 | ^ | PC=0x0009b850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  326 | v | PC=0x0009c050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  327 | ^ | PC=0x0009c050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  327 | v | PC=0x0009c850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  328 | ^ | PC=0x0009c850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  328 | v | PC=0x0009d050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  329 | ^ | PC=0x0009d050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  329 | v | PC=0x0009d850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  330 | ^ | PC=0x0009d850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  330 | v | PC=0x0009e050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  331 | ^ | PC=0x0009e050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  331 | v | PC=0x0009e850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  332 | ^ | PC=0x0009e850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  332 | v | PC=0x0009f050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  333 | ^ | PC=0x0009f050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  333 | v | PC=0x0009f850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  334 | ^ | PC=0x0009f850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  334 | v | PC=0x000a0050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  335 | ^ | PC=0x000a0050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  335 | v | PC=0x000a0850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  336 | ^ | PC=0x000a0850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  336 | v | PC=0x000a1050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  337 | ^ | PC=0x000a1050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  337 | v | PC=0x000a1850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  338 | ^ | PC=0x000a1850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  338 | v | PC=0x000a2050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  339 | ^ | PC=0x000a2050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  339 | v | PC=0x000a2850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  340 | ^ | PC=0x000a2850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  340 | v | PC=0x000a3050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  341 | ^ | PC=0x000a3050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  341 | v | PC=0x000a3850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  342 | ^ | PC=0x000a3850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  342 | v | PC=0x000a4050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  343 | ^ | PC=0x000a4050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  343 | v | PC=0x000a4850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  344 | ^ | PC=0x000a4850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  344 | v | PC=0x000a5050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  345 | ^ | PC=0x000a5050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  345 | v | PC=0x000a5850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  346 | ^ | PC=0x000a5850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  346 | v | PC=0x000a6050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  347 | ^ | PC=0x000a6050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  347 | v | PC=0x000a6850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  348 | ^ | PC=0x000a6850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  348 | v | PC=0x000a7050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  349 | ^ | PC=0x000a7050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  349 | v | PC=0x000a7850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  350 | ^ | PC=0x000a7850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  350 | v | PC=0x000a8050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  351 | ^ | PC=0x000a8050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  351 | v | PC=0x000a8850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  352 | ^ | PC=0x000a8850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  352 | v | PC=0x000a9050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  353 | ^ | PC=0x000a9050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  353 | v | PC=0x000a9850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  354 | ^ | PC=0x000a9850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  354 | v | PC=0x000aa050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  355 | ^ | PC=0x000aa050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  355 | v | PC=0x000aa850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  356 | ^ | PC=0x000aa850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  356 | v | PC=0x000ab050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  357 | ^ | PC=0x000ab050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  357 | v | PC=0x000ab850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  358 | ^ | PC=0x000ab850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  358 | v | PC=0x000ac050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  359 | ^ | PC=0x000ac050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  359 | v | PC=0x000ac850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  360 | ^ | PC=0x000ac850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  360 | v | PC=0x000ad050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  361 | ^ | PC=0x000ad050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  361 | v | PC=0x000ad850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  362 | ^ | PC=0x000ad850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  362 | v | PC=0x000ae050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  363 | ^ | PC=0x000ae050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  363 | v | PC=0x000ae850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  364 | ^ | PC=0x000ae850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  364 | v | PC=0x000af050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  365 | ^ | PC=0x000af050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
